snapshot_date,mpn,manufacturer,category,source,lead_time_weeks,lifecycle_status,stock,unit_price,match_type,matched_mpn,dk_part_number,products_count,exact_match_count,collected_at,dk_manufacturer,dk_manufacturer_id,dk_category,dk_subcategory,dk_category_id,series,base_product,description,product_status_id,normally_stocking,discontinued,end_of_life,ncnr,back_order_not_allowed,date_last_buy_chance,quantity_available,manufacturer_public_quantity,lead_time_weeks_raw,moq,standard_package,packaging,variation_count,tariff_active,marketplace,qty_available_for_package,max_qty_for_distribution,digireel_fee,dk_unit_price,price_break_count,min_break_qty,unit_price_min_break,max_break_qty,unit_price_max_break,rohs_status,reach_status,moisture_sensitivity_level,export_control_class,htsus_code,package_case,mounting_type,parameter_count
2026-08-24,HW-V5-ML507-UNI-G,Xilinx,DSPs - Digital Signal Processors,digikey,2,Obsolete,0,,exact,HW-V5-ML507-UNI-G,HW-V5-ML507-UNI-G-ND,2,1,2026-08-24T07:27:57+00:00,AMD,122,"Development Boards, Kits, Programmers",Evaluation Boards,33,Virtex®-5 FXT,XC5VFX70,EVAL PLATFORM V5 FXT,1,0,0,0,0,0,2014-08-25T05:00:00+00:00,0,0,2,0,1,Box,1,0,0,0,999999999,0.0,0.0,0,,,,,Unknown,REACH Unaffected,1  (Unlimited),3A001A7A,9030.82.0000,,,4
2026-08-31,ESP8266EX,Espressif Systems,"RF Receivers, Transceivers",digikey,6,Not For New Designs,5256,1.60001,exact,ESP8266EX,1904-1001-1-ND,15,1,2026-08-31T13:14:28+00:00,Espressif Systems,1904,RF and Wireless,RF Transceiver ICs,37,,ESP8266,IC RF TXRX+MCU WIFI 32QFN,7,1,0,0,0,0,,5256,0,6,1,1,Cut Tape (CT),3,1,0,5256,999999999,0.0,1.6,1,1,1.6,1,1.6,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),5A992C,8542.39.0010,32-VFQFN Exposed Pad,Surface Mount,18
2026-08-31,113991114,Seeed Studio,Uncategorized,digikey,4,Active,10901,7.49,exact,113991114,1597-113991114-ND,1,1,2026-08-31T13:14:30+00:00,"Seeed Technology Co., Ltd",1597,"Development Boards, Kits, Programmers",Evaluation Boards,33,ESP32-S,ESP32-S3,XIAO ESP32S3,0,1,0,0,0,0,,10901,0,4,1,1,Bulk,1,1,0,10901,999999999,0.0,7.49,1,1,7.49,1,7.49,Unknown,REACH Unaffected,1  (Unlimited),5A992C            SC,8517.62.0090,,,5
2026-08-31,113991115,Seeed Studio,Uncategorized,digikey,4,Active,5138,13.9,exact,113991115,1597-113991115-ND,1,1,2026-08-31T13:14:31+00:00,"Seeed Technology Co., Ltd",1597,"Development Boards, Kits, Programmers",Evaluation Boards,33,ESP32-S,ESP32-S3,XIAO ESP32S3 SENSE,0,1,0,0,0,0,,5138,0,4,1,1,Bulk,1,1,0,5138,999999999,0.0,13.9,1,1,13.9,1,13.9,Unknown,REACH Unknown,1  (Unlimited),5A992C            SC,8525.89.5050,,,4
2026-08-31,DFR1063,DFRobot,DSPs - Digital Signal Processors,digikey,7,Active,34,19.9,exact,DFR1063,1738-DFR1063-ND,2,1,2026-08-31T13:14:32+00:00,DFRobot,1738,"Development Boards, Kits, Programmers",Evaluation Boards,33,ESP32-C,ESP32-C3,ROMEO ESP32-C3 ROBOT CONTROL BRD,0,1,0,0,0,0,,34,0,7,1,1,Retail Package,1,1,0,34,999999999,0.0,19.9,1,1,19.9,1,19.9,ROHS3 Compliant,REACH Unknown,1  (Unlimited),5A992C            SC,8517.62.0090,,Fixed,6
2026-08-31,DFR1117,DFRobot,Uncategorized,digikey,9,Active,1288,4.9,exact,DFR1117,1738-DFR1117-ND,1,1,2026-08-31T13:14:33+00:00,DFRobot,1738,"Development Boards, Kits, Programmers",Evaluation Boards,33,ESP32-C,,BEETLE ESP32 C6 MINI DEV BOARD,0,1,0,0,0,0,,1288,0,9,1,1,Box,1,1,0,1288,999999999,0.0,4.9,1,1,4.9,1,4.9,ROHS3 Compliant,REACH Unknown,1  (Unlimited),5A992C            SC,8517.62.0090,,,5
2026-08-31,MIKROE-2542,mikroElektronika,Uncategorized,digikey,4,Active,11,18.0,exact,MIKROE-2542,1471-1749-ND,1,1,2026-08-31T13:14:35+00:00,MikroElektronika,1471,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,WIFI ESP CLICK,0,1,0,0,0,0,,11,0,4,1,1,Bulk,1,1,0,11,999999999,0.0,18.0,1,1,18.0,1,18.0,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),5A992C            SC,8473.30.1180,,,5
2026-08-31,DFR1075,DFRobot,Uncategorized,digikey,9,Active,280,5.9,exact,DFR1075,1738-DFR1075-ND,1,1,2026-08-31T13:14:36+00:00,DFRobot,1738,"Development Boards, Kits, Programmers",Evaluation Boards,33,ESP32-C,ESP32-C6,FIREBEETLE 2 ESP32-C6 IOT 4MB,0,1,0,0,0,0,,280,0,9,1,1,Box,1,1,0,280,999999999,0.0,5.9,1,1,5.9,1,5.9,ROHS3 Compliant,REACH Unknown,1  (Unlimited),5A992C            SC,8517.62.0090,,,5
2026-08-31,GPY,Pycom,NFC / RFID Components,digikey,14,Obsolete,0,,exact,GPY,1871-1010-ND,198,1,2026-08-31T13:14:37+00:00,Pycom Ltd.,1871,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,GY IOT DEV BOARD,1,0,0,0,0,0,2022-07-08T05:00:00+00:00,,0,14,,1,Bag,1,1,0,0,999999999,0.0,0.0,0,,,,,RoHS Compliant,REACH Unknown,1  (Unlimited),5A002A          PYC,8517.62.0090,,,5
2026-08-31,DFR0654,DFRobot,NFC / RFID Components,digikey,9,Active,273,9.88,exact,DFR0654,1738-DFR0654-ND,2,1,2026-08-31T13:14:39+00:00,DFRobot,1738,"Development Boards, Kits, Programmers",Evaluation Boards,33,ESP32,ESP32,FIREBEETLE 2 ESP32-E IOT,0,1,0,0,0,0,,273,0,9,1,1,Bulk,1,1,0,273,999999999,0.0,9.88,1,1,9.88,1,9.88,Not Applicable,REACH Unknown,1  (Unlimited),5A992C            SC,8471.50.0150,,,5
2026-08-31,DFR0868,DFRobot,Uncategorized,digikey,9,Active,18,7.9,exact,DFR0868,1738-DFR0868-ND,1,1,2026-08-31T13:14:41+00:00,DFRobot,1738,"Development Boards, Kits, Programmers",Evaluation Boards,33,ESP32-C,ESP32-C3,BEETLE ESP32-C3 VERSION 2,0,1,0,0,0,0,,18,0,9,1,1,Bulk,1,1,0,18,999999999,0.0,7.9,1,1,7.9,1,7.9,Not Applicable,REACH Unknown,1  (Unlimited),5A992C            SC,8517.62.0090,,,5
2026-08-31,SIPY RCZ1 & RCZ3,Pycom,NFC / RFID Components,digikey,14,Discontinued at DigiKey,0,31.8024,exact,SIPY RCZ1 & RCZ3,1871-1002-ND,1,1,2026-08-31T13:14:42+00:00,Pycom Ltd.,1871,"Development Boards, Kits, Programmers",Evaluation Boards,33,,SIPY RCZ1,SIPY IOT DEV BOARD RCZ1/RCZ3,2,0,0,0,0,1,,,0,14,200,1,Bag,1,1,0,0,999999999,0.0,31.8024,1,200,31.8024,200,31.8024,ROHS3 Compliant,REACH Unknown,1  (Unlimited),5A002A          PYC,8517.62.0090,,,5
2026-08-31,DFR0654-F,DFRobot,NFC / RFID Components,digikey,9,Active,172,10.62,exact,DFR0654-F,1738-DFR0654-F-ND,1,1,2026-08-31T13:14:44+00:00,DFRobot,1738,"Development Boards, Kits, Programmers",Evaluation Boards,33,ESP32,ESP32,FIREBEETLE 2 ESP32-E IOT HEADER,0,1,0,0,0,0,,172,0,9,1,1,Bulk,1,1,0,172,999999999,0.0,10.62,1,1,10.62,1,10.62,Not Applicable,REACH Unknown,1  (Unlimited),5A992C            SC,8471.50.0150,,,5
2026-08-31,LOPY4,Pycom,NFC / RFID Components,digikey,14,Obsolete,0,,exact,LOPY4,1871-1019-ND,2,1,2026-08-31T13:14:46+00:00,Pycom Ltd.,1871,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,LOPY4 IOT DEV BOARD,1,0,0,0,0,0,2022-07-08T05:00:00+00:00,,0,14,,100,Box,1,1,0,0,999999999,0.0,0.0,0,,,,,RoHS Compliant,REACH Unknown,1  (Unlimited),5A002A          PYC,8517.62.0090,,,5
2026-08-31,FIPY,Pycom,NFC / RFID Components,digikey,14,Obsolete,0,,exact,FIPY,1871-1011-ND,5,1,2026-08-31T13:14:47+00:00,Pycom Ltd.,1871,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,FIPY IOT DEV BOARD,1,0,0,0,0,0,2022-07-08T05:00:00+00:00,,0,14,,1,Bag,1,1,0,0,999999999,0.0,0.0,0,,,,,RoHS Compliant,REACH Unknown,1  (Unlimited),5A002A          PYC,8517.62.0090,,,5
2026-08-31,SIPY RCZ2 & RCZ4,Pycom,NFC / RFID Components,digikey,14,Discontinued at DigiKey,0,37.09225,exact,SIPY RCZ2 & RCZ4,1871-1003-ND,1,1,2026-08-31T13:14:48+00:00,Pycom Ltd.,1871,"Development Boards, Kits, Programmers",Evaluation Boards,33,,SIPY RCZ2,SIPY IOT DEV BOARD RCZ2/RCZ4,2,0,0,0,0,1,,,0,14,200,1,Bag,1,1,0,0,999999999,0.0,37.09225,1,200,37.09225,200,37.09225,ROHS3 Compliant,REACH Unknown,1  (Unlimited),5A002A          PYC,8517.62.0090,,,5
2026-08-31,WIPY 3.0,Pycom,NFC / RFID Components,digikey,14,Obsolete,0,24.36745,exact,WIPY 3.0,1871-1000-ND,1,1,2026-08-31T13:14:51+00:00,Pycom Ltd.,1871,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,WIPY 3.0 IOT DEV BOARD,1,0,0,0,0,0,2022-07-08T05:00:00+00:00,,0,14,200,1,Bag,1,1,0,0,999999999,0.0,24.36745,1,200,24.36745,200,24.36745,RoHS Compliant,REACH Unknown,1  (Unlimited),5A002A          PYC,8517.62.0090,,,5
2026-08-31,LOPY,Pycom,NFC / RFID Components,digikey,3,Obsolete,0,32.51165,exact,LOPY,1871-1001-ND,19,1,2026-08-31T13:14:54+00:00,Pycom Ltd.,1871,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,LOPY IOT DEV BOARD,1,0,0,0,0,0,,,0,3,200,1,Bag,1,1,0,0,999999999,0.0,32.51165,1,200,32.51165,200,32.51165,Unknown,REACH Unknown,1  (Unlimited),5A002A          PYC,8517.62.0090,,,5
2026-08-31,DFR0706-EN,DFRobot,DSPs - Digital Signal Processors,digikey,9,Active,8,85.0,exact,DFR0706-EN,1738-DFR0706-EN-ND,1,1,2026-08-31T13:14:56+00:00,DFRobot,1738,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,UNIHIKER IOT PROGRAMMING SBC,0,1,0,0,0,0,,8,0,9,1,1,Bulk,1,1,0,8,999999999,0.0,85.0,1,1,85.0,1,85.0,ROHS3 Compliant,REACH Unknown,1  (Unlimited),5A992C            SC,8471.50.0150,,Fixed,6
2026-08-31,DEMO56F8013-EE,NXP Semiconductors,DSPs - Digital Signal Processors,digikey,15,Discontinued at DigiKey,0,,exact,DEMO56F8013-EE,DEMO56F8013-EE-ND,1,1,2026-08-31T13:14:57+00:00,NXP USA Inc.,568,"Development Boards, Kits, Programmers",Evaluation Boards,33,,,MC56F8013 EVAL BRD,2,0,0,0,0,1,,,0,15,,1,Box,1,0,0,0,999999999,0.0,0.0,0,,,,,ROHS3 Compliant,REACH Unaffected,1  (Unlimited),3A991A2,8471.50.0150,,Fixed,6
2026-08-31,STM32F103ZET6TR,STMicroelectronics,Microcontrollers,digikey,52,Active,728,9.61252,exact,STM32F103ZET6TR,497-17396-1-ND,1,1,2026-08-31T13:15:02+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 512KB FLASH 144LQFP,0,1,0,0,0,0,,728,0,52,1,1,Cut Tape (CT),3,1,0,728,999999999,0.0,15.22,4,1,15.22,100,10.2915,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,144-LQFP,Surface Mount,18
2026-08-31,STM32F103ZGT6,STMicroelectronics,Microcontrollers,digikey,52,Active,14066,17.86,exact,STM32F103ZGT6,497-11122-ND,3,1,2026-08-31T13:15:03+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 1MB FLASH 144LQFP,0,1,0,0,0,0,,14066,0,52,1,60,Tray,1,0,0,14066,999999999,0.0,17.86,5,1,17.86,540,11.37806,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,144-LQFP,Surface Mount,18
2026-08-31,STM32F103ZEH6,STMicroelectronics,Microcontrollers,digikey,52,Active,0,15.22,exact,STM32F103ZEH6,497-9037-ND,2,1,2026-08-31T13:15:05+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 512KB FLASH 144BGA,0,1,0,0,0,0,,,0,52,1,184,Tray,1,1,0,0,999999999,0.0,15.22,6,1,15.22,552,9.57996,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,144-LFBGA,Surface Mount,17
2026-08-31,STM32F103VET6TR,STMicroelectronics,Microcontrollers,digikey,52,Active,885,8.02017,exact,STM32F103VET6TR,497-17394-1-ND,1,1,2026-08-31T13:15:07+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 512KB FLASH 100LQFP,0,1,0,0,0,0,,885,0,52,1,1,Cut Tape (CT),3,1,0,885,999999999,0.0,13.13,5,1,13.13,500,8.20472,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,100-LQFP,Surface Mount,18
2026-08-31,STM32F103ZET6,STMicroelectronics,Microcontrollers,digikey,52,Active,775,17.18,exact,STM32F103ZET6,497-6442-ND,2,1,2026-08-31T13:15:08+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 512KB FLASH 144LQFP,0,1,0,0,0,0,,775,0,52,1,60,Tray,1,0,0,775,999999999,0.0,17.18,5,1,17.18,540,10.25041,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,144-LQFP,Surface Mount,17
2026-08-31,STM32F103VCT6,STMicroelectronics,Microcontrollers,digikey,52,Active,128,11.59,exact,STM32F103VCT6,497-9034-ND,2,1,2026-08-31T13:15:09+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 256KB FLASH 100LQFP,0,1,0,0,0,0,,128,0,52,1,90,Tray,1,1,0,128,999999999,0.0,11.59,5,1,11.59,540,7.15202,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,100-LQFP,Surface Mount,18
2026-08-31,STM32F103RET6TR,STMicroelectronics,Microcontrollers,digikey,52,Active,1450,7.68274,exact,STM32F103RET6TR,497-17387-1-ND,1,1,2026-08-31T13:15:11+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 512KB FLASH 64LQFP,0,1,0,0,0,0,,1450,0,52,1,1,Cut Tape (CT),3,1,0,1450,999999999,0.0,12.67,5,1,12.67,500,7.41778,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,64-LQFP,Surface Mount,18
2026-08-31,STM32F103RET6,STMicroelectronics,Microcontrollers,digikey,52,Active,1790,12.32,exact,STM32F103RET6,497-6444-ND,4,1,2026-08-31T13:15:12+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 512KB FLASH 64LQFP,0,1,0,0,0,0,,1790,0,52,1,160,Tray,1,1,0,1790,999999999,0.0,12.32,6,1,12.32,640,7.59522,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,64-LQFP,Surface Mount,17
2026-08-31,STM32F103VET6,STMicroelectronics,Microcontrollers,digikey,52,Active,1215,13.72,exact,STM32F103VET6,497-6443-ND,2,1,2026-08-31T13:15:14+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 512KB FLASH 100LQFP,0,1,0,0,0,0,,1215,0,52,1,90,Tray,1,0,0,1215,999999999,0.0,13.72,5,1,13.72,540,8.57778,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,100-LQFP,Surface Mount,18
2026-08-31,STM32F103ZCT6,STMicroelectronics,Microcontrollers,digikey,52,Active,3,13.51,exact,STM32F103ZCT6,497-11542-ND,2,1,2026-08-31T13:15:15+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 256KB FLASH 144LQFP,0,1,0,0,0,0,,3,0,52,1,60,Tray,1,0,0,3,999999999,0.0,13.51,5,1,13.51,540,7.92404,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,144-LQFP,Surface Mount,18
2026-08-31,STM32F103RGT6,STMicroelectronics,Microcontrollers,digikey,52,Active,0,15.18,exact,STM32F103RGT6,497-11118-ND,3,1,2026-08-31T13:15:17+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 1MB FLASH 64LQFP,0,1,0,0,0,0,,,0,52,1,160,Tray,1,1,0,0,999999999,0.0,15.18,6,1,15.18,640,9.50166,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,64-LQFP,Surface Mount,18
2026-08-31,STM32F103RCT6,STMicroelectronics,Microcontrollers,digikey,52,Active,2520,10.41,exact,STM32F103RCT6,497-9033-ND,2,1,2026-08-31T13:15:19+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 256KB FLASH 64LQFP,0,1,0,0,0,0,,2520,0,52,1,160,Tray,1,1,0,2520,999999999,0.0,10.41,6,1,10.41,640,6.33578,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,64-LQFP,Surface Mount,17
2026-08-31,STM32F103C8T6,STMicroelectronics,Microcontrollers,digikey,40,Active,5384,8.24,exact,STM32F103C8T6,497-6063-ND,2,1,2026-08-31T13:15:21+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 64KB FLASH 48LQFP,0,1,0,0,0,0,,5384,0,40,1,250,Tray,1,1,0,5384,999999999,0.0,8.24,6,1,8.24,500,4.94928,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,48-LQFP,Surface Mount,17
2026-08-31,STM32F103CBT6,STMicroelectronics,Microcontrollers,digikey,40,Active,3,8.79,exact,STM32F103CBT6,497-6288-ND,2,1,2026-08-31T13:15:22+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 128KB FLASH 48LQFP,0,1,0,0,0,0,,3,0,40,1,250,Tray,1,1,0,3,999999999,0.0,8.79,6,1,8.79,500,5.30728,ROHS3 Compliant,REACH Unaffected,2  (1 Year),3A991A2,8542.31.0025,48-LQFP,Surface Mount,17
2026-08-31,STM32F103VDT6,STMicroelectronics,Microcontrollers,digikey,52,Active,987,11.91,exact,STM32F103VDT6,497-9035-ND,2,1,2026-08-31T13:15:24+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 384KB FLASH 100LQFP,0,1,0,0,0,0,,987,0,52,1,90,Tray,1,0,0,987,999999999,0.0,11.91,5,1,11.91,540,7.36717,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,100-LQFP,Surface Mount,18
2026-08-31,STM32F103VFT6,STMicroelectronics,Microcontrollers,digikey,52,Active,48,15.06,exact,STM32F103VFT6,497-11119-ND,2,1,2026-08-31T13:15:26+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 768KB FLASH 100LQFP,0,1,0,0,0,0,,48,0,52,1,90,Tray,1,0,0,48,999999999,0.0,15.06,6,1,15.06,450,9.53989,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,100-LQFP,Surface Mount,18
2026-08-31,STM32F103VBT6,STMicroelectronics,Microcontrollers,digikey,52,Active,495,9.78,exact,STM32F103VBT6,497-6070-ND,2,1,2026-08-31T13:15:28+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 128KB FLASH 100LQFP,0,1,0,0,0,0,,495,0,52,1,90,Tray,1,1,0,495,999999999,0.0,9.78,5,1,9.78,540,5.96378,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,100-LQFP,Surface Mount,18
2026-08-31,STM32F103RDT6,STMicroelectronics,Microcontrollers,digikey,52,Active,982,11.43,exact,STM32F103RDT6,497-11528-ND,2,1,2026-08-31T13:15:30+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 384KB FLASH 64LQFP,0,1,0,0,0,0,,982,0,52,1,160,Tray,1,1,0,982,999999999,0.0,11.43,6,1,11.43,640,6.97813,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,64-LQFP,Surface Mount,18
2026-08-31,STM32F103R8T6,STMicroelectronics,Microcontrollers,digikey,52,Active,0,7.81,exact,STM32F103R8T6,497-6065-ND,2,1,2026-08-31T13:15:31+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 64KB FLASH 64LQFP,0,1,0,0,0,0,,,0,52,1,160,Tray,1,1,0,0,999999999,0.0,7.81,6,1,7.81,640,4.64767,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,64-LQFP,Surface Mount,17
2026-08-31,STM32F103RBT6,STMicroelectronics,Microcontrollers,digikey,52,Active,847,9.27,exact,STM32F103RBT6,497-6066-ND,4,1,2026-08-31T13:15:33+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 128KB FLASH 64LQFP,0,1,0,0,0,0,,847,0,52,1,160,Tray,1,0,0,847,999999999,0.0,9.27,6,1,9.27,640,5.59455,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,64-LQFP,Surface Mount,17
2026-08-31,STM32F103VGT6TR,STMicroelectronics,Microcontrollers,digikey,52,Active,0,10.17883,exact,STM32F103VGT6TR,497-18760-1-ND,1,1,2026-08-31T13:15:34+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 1MB FLASH 100LQFP,0,1,0,0,0,0,,,0,52,1,1,Cut Tape (CT),3,1,0,0,999999999,0.0,16.39,5,1,16.39,500,10.40294,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,100-LQFP,Surface Mount,18
2026-08-31,STM32F103CBT6TR,STMicroelectronics,Microcontrollers,digikey,40,Active,91,4.75898,exact,STM32F103CBT6TR,497-17380-1-ND,1,1,2026-08-31T13:15:36+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 128KB FLASH 48LQFP,0,1,0,0,0,0,,91,0,40,1,1,Cut Tape (CT),3,1,0,91,999999999,0.0,8.29,5,1,8.29,500,5.00686,ROHS3 Compliant,REACH Unaffected,2  (1 Year),3A991A2,8542.31.0025,48-LQFP,Surface Mount,17
2026-08-31,STM32F103ZFT6,STMicroelectronics,Microcontrollers,digikey,52,Active,9,16.55,exact,STM32F103ZFT6,497-11121-ND,1,1,2026-08-31T13:15:37+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 768KB FLASH 144LQFP,0,1,0,0,0,0,,9,0,52,1,60,Tray,1,0,0,9,999999999,0.0,16.55,5,1,16.55,540,10.4833,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,144-LQFP,Surface Mount,18
2026-08-31,STM32F103ZGH6,STMicroelectronics,Microcontrollers,digikey,52,Active,940,17.86,exact,STM32F103ZGH6,497-11115-ND,4,1,2026-08-31T13:15:38+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 1MB FLASH 144LFBGA,0,1,0,0,0,0,,940,0,52,1,184,Tray,1,1,0,940,999999999,0.0,17.86,6,1,17.86,552,11.36982,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,144-LFBGA,Surface Mount,17
2026-08-31,STM32F103RCT7,STMicroelectronics,Microcontrollers,digikey,52,Active,5720,10.75,exact,STM32F103RCT7,497-11527-ND,2,1,2026-08-31T13:15:40+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 256KB FLASH 64LQFP,0,1,0,0,0,0,,5720,0,52,1,160,Tray,1,1,0,5720,999999999,0.0,10.75,6,1,10.75,640,6.55736,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,64-LQFP,Surface Mount,18
2026-08-31,STM32F103ZDT6,STMicroelectronics,Microcontrollers,digikey,52,Active,71,13.89,exact,STM32F103ZDT6,497-STM32F103ZDT6-ND,1,1,2026-08-31T13:15:41+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 384KB FLASH 144LQFP,0,1,0,0,0,0,,71,0,52,1,60,Tray,1,0,0,71,999999999,0.0,13.89,5,1,13.89,540,8.68893,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,144-LQFP,Surface Mount,18
2026-08-31,STM32F103CBT7,STMicroelectronics,Microcontrollers,digikey,40,Active,6905,8.82,exact,STM32F103CBT7,497-11518-ND,2,1,2026-08-31T13:15:43+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 128KB FLASH 48LQFP,0,1,0,0,0,0,,6905,0,40,1,250,Tray,1,1,0,6905,999999999,0.0,8.82,6,1,8.82,500,5.3474,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,48-LQFP,Surface Mount,18
2026-08-31,STM32F103T8U6,STMicroelectronics,Microcontrollers,digikey,40,Active,75,7.3,exact,STM32F103T8U6,497-11532-ND,2,1,2026-08-31T13:15:45+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 64KB FLASH 36VFQFPN,0,1,0,0,0,0,,75,0,40,1,490,Tray,1,0,0,75,999999999,0.0,7.3,6,1,7.3,980,4.26014,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,36-VFQFN Exposed Pad,Surface Mount,18
2026-08-31,STM32F103RET7,STMicroelectronics,Microcontrollers,digikey,52,Active,6086,13.96,exact,STM32F103RET7,497-11529-ND,1,1,2026-08-31T13:15:46+00:00,STMicroelectronics,497,Integrated Circuits (ICs),Embedded,32,STM32F1,STM32F103,IC MCU 32BIT 512KB FLASH 64LQFP,0,1,0,0,0,0,,6086,0,52,1,160,Tray,1,1,0,6086,999999999,0.0,13.96,6,1,13.96,640,8.64614,ROHS3 Compliant,REACH Unaffected,3  (168 Hours),3A991A2,8542.31.0025,64-LQFP,Surface Mount,18
